transcript_id	transcript
01984	She did that for the rest of her life.
01985	Seriously, we are not concerned at all.
01986	It starts with the script.
01987	We were under a bit of pressure.
01988	The talks were announced yesterday by Brian Wilson, the foreign office minister.
01989	We can all make a mistake.
01990	Last night, the move was bitterly denounced by France Telecom.
01991	On the night, it was not enough.
01992	It is not long term, but I need time to recover.
01993	However, a ruling will not come before next week.
01994	They were badly prepared for it.
01995	It is not a story.
01996	However, we will obviously keep the matter under review.
01997	They have a further report to make in March.
01998	He is in the US.
01999	The Festival is prepared to help.
02000	I had a bit in hand.
02001	We have to have a full statement to Parliament.
02002	I cannot wait to get started on it.
02003	That is the fact of the matter.
02004	It should be a condition of employment.
02005	Police said the family was helping with the search.
02006	She was there for the start of the campaign.
02007	He has become a monster.
02008	Everyone had to play the game.
02009	In London today, it was business as usual.
02010	It is not affected by the sale.
02011	We are currently working on the details.
02012	According to the criteria, he is qualified for Scotland.
02013	It was the eighties.
02014	We do not expect any surplus.
02015	Holyrood is just a part of the jigsaw.
02016	It's not a new concept in jazz.
02017	My office is bare.
02018	It is great to have this beautiful new site in wonderful countryside.
02019	His son has been travelling with the Tartan Army for years.
02020	It's an amazing landscape!
02021	Our thoughts are with the relatives of the family.
02022	Tenants will be unable to defend themselves.
02023	The trial is funded solely by Edinburgh City Council.
02024	Mr Hall is believed to have broken a leg.
02025	I saw some terrible things.
02026	It seems so long since I did the exams.
02027	It is like a football team.
02028	It would be a last resort.
02029	He will emerge as a world leader.
02030	Of course, we will need to strengthen the squad for Europe.
02031	The attacker has been put in foster care.
02032	She also defended the Lord Chancellor's existing powers.
02033	Councillors are expected to take a decision within the next few weeks.
02034	Mark Fisher was a guest of the Northern Ireland Tourist Board.
02035	The release attracted little attention.
02036	He will feel the pain again.
02037	I feel like my game has come a long way.
02038	There is no evidence of a Little Scotland emerging.
02039	We are very concerned about controller fatigue.
02040	I was totally wrong.
02041	There is no point in looking any further.
02042	It's a joke.
02043	He may need it.
02044	We need to handle it.
02045	The aim is to have the reports online by this autumn.
02046	I had relied on him.
02047	Work has started.
02048	Naturally enough, the letter in question was an E.
02049	You have to do your research.
02050	The plan was yesterday endorsed by employers and unions.
02051	It's a question of creating a future awareness.
02052	My neighbours are horrified.
02053	But he failed to win the committee's support.
02054	Rangers can expect a physical battle in the national stadium tonight.
02055	The role was a knockout, but really difficult.
02056	A succession of managers in the opera company resigned.
02057	We were extremely poor.
02058	I know I'm in a very special position.
02059	The project has already secured the support of Sir Sean Connery.
02060	There wasn't a goal.
02061	Her presence was almost everywhere.
02062	The distinction is also supported by doctors.
02063	I watched a game.
02064	There will be tough opponents to this report.
02065	It looks as though he will be right.
02066	Immediate action must be taken.
02067	It is the same in Sweden.
02068	And Michael was just great.
02069	However, he will have his work cut out defending his title.
02070	Who can predict?
02071	That might be a punishment but it would also punish the patients.
02072	Details of the new vessel were given in London yesterday.
02073	They should be swept away.
02074	Alex Smith has been a massive influence on my career as well.
02075	It shows a great deal to come back under that mental pressure.
02076	I saw some good things.
02077	It added to the spectacle.
02078	Who was the mystery MP?
02079	However, Sharon rejected the claims.
02080	The composer will conduct.
02081	The decision is an absolute disgrace.
02082	Tyson is overwhelmed.
02083	He agreed with my proposal.
02084	Hartley should know.
02085	Also, it is the season of goodwill.
02086	The criteria were laid down at the beginning of the season.
02087	They received a reply from their own managers.
02088	Colour was at the core of his life.
02089	We shall not be moved.
02090	He's a nice guy.
02091	Since then, he has played no active part in the company.
02092	Star and producer were in agreement about their opinion of the director.
02093	The mood was defiant.
02094	It's just outrageous.
02095	It is unusual.
02096	The compromise is entirely on the arrival at that position.
02097	That set the tone.
02098	What happened in the summer?
02099	The jury is expected to return a verdict in the case today.
02100	History is in the making.
02101	It was sold at a loss.
02102	The market is appalling for initial public offerings.
02103	That would be decided at the interim results in November, he added.
02104	That would be a serious problem.
02105	Our action is not the end, but the beginning of a process.
02106	People have been placed in a state of alarm.
02107	She is not a victim.
02108	And we had a good response.
02109	When we looked at the company.
02110	The announcement of a preferred bidder is expected at the same time.
02111	There was a lot of resentment.
02112	He wanted to record the group.
02113	However, it was a different story in the final.
02114	The end result is the same.
02115	Three days later, he was killed.
02116	However, the bank denied that he was in the running.
02117	He had no money left to run the club.
02118	It is not so simple.
02119	Actors like to be in the centre.
02120	When we played them last year, we were beaten by the weather.
02121	They could not ignore the will of parliament, he claimed.
02122	In addition, investor choice is reduced.
02123	She does not want to speak.
02124	It is expected to last a week.
02125	Full consent is expected by the end of next year.
02126	But it is different in different regions.
02127	That is the nature of the game.
02128	There is a spring in the step.
02129	We want to get there.
02130	He suffered a broken back and other injuries.
02131	I have a lot of confidence in this team.
02132	The players were under pressure.
02133	Not that the occasion was without restraint.
02134	There is no common ground.
02135	Frankly, it was worth the booking.
02136	At the moment we do not understand it.
02137	So far, the scheme has not been used in Scotland.
02138	It is not about the money, it is about everything.
02139	Details will be published in The Herald in the coming weeks.
02140	Much of the equipment was new.
02141	I have had a good life.
02142	They have not been named.
02143	I was in a hole.
02144	It is ambitious, but it can be achieved.
02145	I was always in control.
02146	There remains an outstanding damages action against the former.
02147	They were not seeking the right to strike.
02148	He called for a public inquiry.
02149	Tony Blair has had a good conference.
02150	In light of things, I think I made the right decision.
02151	It is not in the public interest.
02152	The performance is not there.
02153	It would make a lot of sense.
02154	Clearly, they had other problems.
02155	He has defended the system.
02156	I could not sit in the stands.
02157	They have to get that sorted.
02158	Yet the performance was not entirely convincing.
02159	We can take the city.
02160	I will be in Scotland.
02161	It was the story of the second half.
02162	The trading conditions are not good.
02163	Equally, he is grateful to have survived the cull.
02164	This is an interesting link.
02165	It was a management problem in the hospital.
02166	Being investor ready is a good start.
02167	Last night, the company could not be contacted.
02168	This conference was never confirmed.
02169	However, Murray Johnstone is not on the menu.
02170	He must have a crack at it.
02171	Her experience is certainly limited.
02172	The deal is expected to be completed by September.
02173	However, he said the money had not been wasted.
02174	Mr Blair was ready for him.
02175	We are waiting for the Minister to come back with an answer.
02176	He intends to restart in the spring.
02177	He is a good friend.
02178	It is the strength of the school.
02179	But it may not be all bad news.
02180	I was not overly concerned about this.
02181	You can buy them over the counter, anywhere.
02182	It was far from business as usual.
02183	It was just another play.
02184	From there, they can go anywhere.
02185	The world is a good place.
02186	This is a sensible and common sense approach.
02187	The matter is under appeal.
02188	I am delighted for them.
02189	It was a great experience.
02190	They are difficult awards to decide.
02191	Anyway, the job will be part-time.
02192	Scotland played a major part in the project.
02193	Investors were also concerned about margin pressure.
02194	Not in this production he doesn't.
02195	Then was the summer of their discontent.
02196	Well, it was certainly different.
02197	We want this place to work.
02198	The statement contained no surprises.
02199	The performance continues to improve.
02200	That would be a danger.
02201	It depends on Labour, not on us.
02202	I had to be into it.
02203	My view has always been the same.
02204	Do you think we're a top nation?
02205	Is our children learning?
02206	How independent is that?
02207	The party has never fully recovered.
02208	His leader wanted to celebrate.
02209	Of further privacy, he had no need.
02210	He was good, but not that good.
02211	The results are expected within days.
02212	The company still had the confidence of its bankers, he said.
02213	Mr Crawford is no stranger to Scottish Enterprise.
02214	We were well worth the win.
02215	And it was this one.
02216	But that's another story for another day.
02217	But it was also hard.
02218	If so, it is a funny time to introduce it.
02219	We're looking for unity in the council.
02220	By then, a massive legal battle is likely to have started.
02221	They are not going the length of the pitch.
02222	However, he lasted only five days before going on the run.
02223	Scotland won by six wickets.
02224	It has to be enforced.
02225	Drugs are used a lot at the fishing, not just cannabis.
02226	They have set the standard.
02227	This is a major property in Edinburgh.
02228	It is a crisis of human rights, a crisis of leadership.
02229	The existing structure is in trouble.
02230	It all started with a visiting rugby club.
02231	He refused to reveal the reasons for the split.
02232	You have to count on other people.
02233	And he's the real thing.
02234	But it is important for a number of reasons.
02235	All of the management has invested in the firm.
02236	The family is not interested in the value of the house.
02237	Hopefully, this week will be good.
02238	I think the overall picture is still strong.
02239	That is always a problem.
02240	We will deliver at director level.
02241	We did something about it.
02242	The market is the market.
02243	We do not have the papers.
02244	However, the devil is in the detail.
02245	For the moment, however, the position is clear.
02246	The suggestion is the market is not instantly attracted.
02247	The answer was in space.
02248	We are not interested in dividends.
02249	Overall, we continue to look to the future with confidence.
02250	His concern is only for the future.
02251	And it's a goodbye from him.
02252	They have to be addressed.
02253	However, a bid was never made.
02254	That is the lesson of the last three weeks.
02255	The City welcomed the numbers.
02256	Something is going to have to give.
02257	We never played at all.
02258	A shortlist is to be drawn up next month.
02259	It's going to have a hell of an effect.
02260	He was jailed for four years.
02261	He should emerge as the winner.
02262	He works at the airport.
02263	That was the case with David.
02264	I needed a change, a new challenge.
02265	Their campaign is in disarray.
02266	Everything else is a bonus.
02267	Europe will bear the brunt of the cuts.
02268	This is the interesting part.
02269	I haven't been ill at all.
02270	They just thought it was extremely good acting.
02271	That was the difference today.
02272	The City welcomed the brighter outlook.
02273	We felt it was sufficient.
02274	He was seen as the enemy.
02275	These people are not big names.
02276	This view was echoed by the other Scottish analyst.
02277	We did it for the jersey.
02278	He was just a journalist.
02279	We have turned the corner.
02280	The Queen Mother is dead.
02281	However, the approach is not believed to be hostile.
02282	Change will however have to be in euros.
02283	It was a big departure.
02284	The vast bulk of its funds are run by Aberdeen.
02285	I had a ball today.
02286	He refused to name the survivors.
02287	We created so many chances.
02288	Our house was very small.
02289	It became difficult for me.
02290	It's not a lack of effort.
02291	They will notice a difference.
02292	Football is a passion for many.
02293	The result is a vacuum.
02294	I've heard this stuff about the markets.
02295	The hearing was due to continue today.
02296	But his attendance is not guaranteed.
02297	The colours are very pretty.
02298	He is a lovely man.
02299	Becoming a father was wonderful.
02300	I was on a roll.
02301	He said to give a local injection.
02302	You are a gambling man.
02303	Before it was an ordeal.
02304	I love the spectacle of cinema.
02305	We will try to find someone.
02306	I have a kind of love affair with Hollywood.
02307	I enjoy the creative process.
02308	But the main thing will be to avoid the bunkers.
02309	We will provide immediate access.
02310	He could do nothing about it.
02311	It would seem a natural progression.
02312	Being involved at that level is like an addiction.
02313	It's not like us.
02314	It is not a financial issue.
02315	The striker needed attention before he could resume.
02316	He is not a team captain.
02317	Greenwood said he was happy with that.
02318	Overall, the labour market continued to tighten.
02319	That is not the case.
02320	They could not match it.
02321	Each case is treated on merit.
02322	Says the Duke of York.
02323	I had too much to drink.
02324	That is a waste of energy.
02325	The report was welcomed by the Law Society of Scotland.
02326	It could be argued that the council was pushed to the brink.
02327	It shows the strength of the roots.
02328	This youngster is so exciting!
02329	It caused a lot of upset.
02330	Motorists will buy passes in advance.
02331	My duty is to win.
02332	Tony Blair's official spokesman said.
02333	The early physical reports were clear.
02334	John Daly has a burning ambition.
02335	They are looking at a flotation.
02336	Death is outside the language.
02337	The course has helped a lot.
02338	It had all been arranged.
02339	I am considered a teenager.
02340	This will secure the future of our industry.
02341	People should make their own decisions.
02342	They said that they stood by their statement.
02343	Truth is the child of time.
02344	That wasn't an outstanding performance from Celtic.
02345	A small number of new jobs will also be created.
02346	It's important to get it right.
02347	Pensions are a long-term investment.
02348	Those overseas offices were great.
02349	On Wednesday, it is the turn of Cable Wireless.
02350	Half of young people had had contact with the police.
02351	It was quite a new prescription.
02352	It is very hard for her.
02353	He also launched a new strategy for the agency.
02354	It is believed the size of the settlement has not been finalised.
02355	He will go on the bench.
02356	We accept the new rules.
02357	We run within the law.
02358	We have the moral high ground.
02359	It has all been done in secret.
02360	She always wanted her own way.
02361	And that match was played in June.
02362	Maloney is an engaging talent.
02363	The rescue package is public money.
02364	I am a retailer by nature.
02365	We can work all night.
02366	It was really very frightening.
02367	It was an excellent performance.
02368	The answer is with ourselves.
02369	That is the real test.
02370	It aims to produce its report before Christmas.
02371	All winners should be tested.
02372	I can live with it.
02373	A lot has been written.
02374	And he goes with it.
02375	The law will take its course.
02376	I didn't have the reply.
02377	These days will be back.
02378	That decision has already been made.
02379	The game is now open.
02380	It was almost too much.
02381	The idea was first mooted a year ago.
02382	It's a policy which has worked for us.
02383	The confidence isn't there now.
02384	He had no previous convictions.
02385	Scotland is the home of golf.
02386	They have broken that promise.
02387	It's only a matter of scale.
02388	We must put a marker down.
02389	She said they would appeal.
02390	It's as wide as a church in here.
02391	The work with Alison was a great experience.
02392	It was like a weekly wage.
02393	We used to keep our business rates.
02394	Everything is now in place for Manchester.
02395	Everyone could see the joke.
02396	All would be under threat.
02397	I understand the frustration of the fans.
02398	The seller was not revealed.
02399	People are on the alert.
02400	I can confirm that Miss Deacon has received a threatening phone call.
02401	They know it'll be fantastic.
02402	It brought in new management.
02403	The following day I used the story.
02404	The Cabinet is split over the issue.
02405	It certainly appeared that way.
02406	I didn't know that I had a court appearance on Wednesday.
02407	We can produce a blueprint for farmers to follow.
02408	I will be able to say in a couple of weeks.
02409	But demand for space in Edinburgh is still strong.
02410	He seems to be used to the attention.
02411	The trick is to try it.
02412	He may have a point.
02413	He repeated his call for an inquiry into the police response.
02414	My husband was born in Zimbabwe.
02415	I've got my own ideas.
02416	I think it's a miracle.
02417	They were not complacent in any way.
02418	They did the right thing.
02419	He will be judged by his actions.
02420	The fate of the rest is unknown.
02421	It is an absolute nonsense.
02422	Young families accounted for a growing share of the trade.
02423	Sadly, the surface was a nightmare.
02424	Everything in golf is a balance.
02425	It is a case of pity for us.
02426	I believe the gap is nearly there.
02427	Paris is not only young.
02428	However, the downturn has forced the overdraft request.
02429	But you can go beyond that condition.
02430	But we have built a platform for next season.
02431	It looked like a war zone.
02432	He said current trading was strong.
02433	I chose to make a film.
02434	I can tell you Labour is fighting to win.
02435	But by that time, it was too late.
02436	The damage is all inside.
02437	We would have concerns about that.
02438	I know the worry over Iraq.
02439	Taxes may need to rise.
02440	Equally the employee could claim a public interest.
02441	Phil Mickelson did that last year.
02442	No options are excluded at all.
02443	We are going for it.
02444	Miss Jackson was not present to put her case.
02445	It is a cause for concern.
02446	The weather in the area of the crash was severe.
02447	He deserved a red card.
02448	They were not even allowed to see them.
02449	And she is very clear on this.
02450	And it covers the spectrum.
02451	The chief constable has retired.
02452	It will determine whether an offence has occurred.
02453	It is a crisis, without a doubt.
02454	Not if you know the person.
02455	Her body was found about four miles from the car.
02456	I was all image and no substance.
02457	The boys are mentally focused.
02458	It can all be done over the phone.
02459	The bill would be massive.
02460	When people talk about the Beach Boys and Brian Wilson.
02461	He was certainly upbeat about his chances.
02462	He was a shooting star.
02463	I could feel the blood on my face.
02464	I am a committed European.
02465	Analysts said the offer was fair.
02466	These people attack the core of my beliefs.
02467	He will be advised by me.
02468	Winning a medal is a dream.
02469	We had to add value.
02470	That is the bottom line.
02471	It happens on an annual basis.
02472	However, he emphasised the bank was satisfied with progress.
02473	We have to go for a win.
02474	It worked well in Monaco.
02475	Something has got to change.
02476	I had it before the final.
02477	Our fans have been marvellous.
02478	The BBC was a disgrace.
02479	I would put my money on Peter Donald.
02480	It was still there, but right at the end.
02481	The Prime Minister has been in touch.
02482	They never gave up hope.
02483	He had planned to sell it.
02484	A Scotsman has to defend his castle.
02485	Our idea is to share and lower the cost.
02486	I stayed away from the defence.
02487	Lord Sainsbury is not a newcomer.
02488	I think a move would create a lot of interest.
02489	It's a great thing.
02490	It's the only thing.
02491	It is bizarre.
02492	She looked so young.
02493	Life is good.
02494	New York is expected to come to a standstill.
02495	I've had six days of rehearsal.
02496	We have to be sure that the taxation system can work.
02497	The end result is precisely the same.
02498	I was just trying to win the golf tournament.
02499	It may well have been.
02500	He is driven.
02501	Lord Levy said he started life with nothing.
02502	But it was a pleasure.
02503	We want to get to the final, anyway.
02504	Health Secretary Frank Dobson made the surprise announcement in the Commons yesterday.
02505	They had to be cut from the wreckage.
02506	It's a shame.
02507	Does this mean.
02508	It's terrible that he has died the same way.
02509	It's perfectly feasible.
02510	The Scottish Socialist party is also expected to attend.
02511	The judges will give a ruling next Wednesday.
02512	He has the edge.
02513	Is that Titanic?
02514	The idea is simple.
02515	It is huge.
02516	The Dutchman was in time to see the breakthrough.
02517	Last night he was due to hold talks with Arafat.
02518	We are now up against it.
02519	He was the Bill Gates of theatre.
02520	I was in the train station overnight.
02521	We knew we had the goal we wanted.
02522	He is keen to stay in public service.
02523	I looked again at its vision for a Scottish Parliament.
02524	This is a sad day.
02525	It is tough, but possible.
02526	The spokeswoman said the flat in London was very small.
02527	Our strategy is straightforward.
02528	Strathclyde Police are expected to make an announcement next month.
02529	The sisters also became the two top players in the world.
02530	Failure to react to each one could mean a disaster.
02531	I began to pray.
02532	By hard work, is the answer.
02533	Jim Wallace, the justice minister, acknowledged that prisoner numbers were a concern.
02534	Jim Leighton will play in the Scottish Cup final.
02535	The way he took his second goal was brilliant.
02536	They tried to give her advice.
02537	It's a dead end.
02538	They should come forward.
02539	It is not the message alone.
02540	Wednesday night was a difficult time for Britton.
02541	It's quite a line-up !
02542	We have spent the last couple of years with acting directors.
02543	It would appear that it has not been a problem.
02544	Both reports appear in the British Medical Journal.
02545	They are different types.
02546	Scotland has competed in its own right in cycling.
02547	There is no link.
02548	This is a question of Islam.
02549	You know the type.
02550	They seem to get away with it.
02551	I intended to look for another club on loan.
02552	Holland won by five wickets.
02553	That could change.
02554	I was the sheep.
02555	However, he had not yet been charged in connection with the robbery.
02556	Scotland has shown the way.
02557	It is no surprise.
02558	They were fantastic.
02559	The parents will have a great time, too.
02560	He can do no wrong.
02561	There was a bit of urgency in the second half.
02562	I would be quite happy for the money to be given back.
02563	It should be scrapped.
02564	The first appeared to be successful.
02565	We must convince the citizens.
02566	Further management changes are planned.
02567	The staff are very good.
02568	Mr Darling yesterday dismissed the criticism.
02569	Overall it has been deeply frustrating and disappointing.
02570	Let there be no doubt about that.
02571	The ambition this year is to improve on last.
02572	Alliance Leicester would give it a presence in southern England.
02573	And so was a photograph.
02574	I remember that day well.
02575	She became a heroine of my childhood.
02576	We want to get back into the Champions League.
02577	It is about regular committed giving which is the real attraction.
02578	Separate approvals would be needed for these.
02579	It comes from reflection or thinking.
02580	The whole thing was filmed in Hollywood.
02581	And they removed a Borderer.
02582	He is too weak to move.
02583	Has the conflict started?
02584	Have I really come to this?
02585	They desperately want some stability.
02586	We work for the athlete.
02587	He will need that machine.
02588	We hadn't really taken that seriously before.
02589	It's the performance we want.
02590	Then they scored two goals to win.
02591	In fact, it was Geoffrey Robinson.
02592	The Labour Party's not downbeat, and neither is the Labour Government.
02593	Maybe full-time referees will provide the answer.
02594	And then there's the racial hassle.
02595	The wingers must have felt the cold.
02596	I am relishing the challenge.
02597	No plans for projects are yet in place.
02598	But the organisers refused to worry.
02599	We have to keep our clients.
02600	The two clubs have agreed the transfer fee.
02601	He's very young and very keen to do well.
02602	It is somewhere to be.
02603	We should all be grateful.
02604	This is equally relevant to the landowner.
02605	He thought she was amazing.
02606	The result is utterly compelling.
02607	Final proposals will be published in February.
02608	He seems to have everything.
02609	There can be no compromise on welfare.
02610	It wasn't possible to relax.
02611	He was at home with his pals.
02612	It will take a few years before we see the full benefit.
02613	It's very dangerous for markets.
02614	The fans would love it.
02615	That would be the case with Dundee.
02616	Brian Wilson is a former Member to watch award winner.
02617	Talk of a crisis is absurd.
02618	Their mandate is to target inflation.
02619	We have thought about doing lots of things.
02620	England were ahead until two minutes into injury time.
02621	This is a milestone in the modernisation of the Scottish prosecution service.
02622	Harrowing is easy, after all.
02623	Those people must be accountable.
02624	If they liked it then I'll be happy.
02625	It's very bad timing, but it's happened.
02626	Accordingly, financial restructuring is required.
02627	Many others are subjected to violence by men.
02628	It's going to be epic.
02629	Basically we lost the game because we were outplayed.
02630	This is a sizeable part of our business.
02631	Diversions were put in place.
02632	We're very interested in opening up in Germany.
02633	The Chancellor will deal from a position of strength.
02634	No one person or small group could be singled out.
02635	Monty is great in his own backyard.
02636	Brown also believes in Walker's innocence.
02637	Even the winning club was within seconds of disaster.
02638	But it looks good for next year.
02639	All the employees are redundant.
02640	His claims were criticised by Chief Secretary to the Treasury Andrew Smith.
02641	Four meetings have previously been arranged.
02642	Colin said, You get through the day-to-day by looking at the future.
02643	The tribunal said his conduct was wholly reprehensible.
02644	And they all have a vote.
02645	Gordon Marshall was outstanding against us.
02646	Drink and petrol prices remain untouched.
02647	That's what happened against Ayr.
02648	Hopefully, no-one will suffer too badly.
02649	Therefore, this type of aircraft is completely safe.
02650	He was just like a godfather to it.
02651	The milk industry is in turmoil.
02652	Yet the survey has been cautious.
02653	The arrangement will avoid any conflicts of interest.
02654	YOU cannot blame the turnout.
02655	We can't get over it.
02656	They almost achieved a draw.
02657	I can see it now.
02658	This is a step backwards.
02659	I've no idea how it works.
02660	We continue to hold the shares.
02661	The festivals will be about having fun.
02662	Emergency services were also on stand-by outside.
02663	Hopefully they will just give me the degree.
02664	The changes took effect from June.
02665	Since then, things have improved.
02666	We're very fortunate to have these new products to focus on.
02667	The head teacher was a highly effective leader and manager.
02668	Again he dismissed a merger with Halifax.
02669	They keep the atmosphere in mind.
02670	Scottish football is finally on its way back.
02671	This is a frightening development.
02672	He is survived by his wife and two sons.
02673	You just have to accept.
02674	There is no evidence that these people are helpful.
02675	The Yugoslav army will still be there.
02676	He has had success at every level.
02677	This Patton will also return.
02678	Tiger is not the norm.
02679	His words were not audible.
02680	There was a fine line to tread.
02681	The refund is fully justified.
02682	But experts have disputed that statistic.
02683	It is time for confession.
02684	He has many offers from the English Premiership.
02685	Hospital staff described his condition as serious but stable.
02686	In general terms, the proposals are very much in line with expectations.
02687	It was started almost by accident.
02688	I will not take part in Edmonton.
02689	Bottling is now the core business.
02690	The study is expected to last until the middle of the year.
02691	People have been wonderful beyond belief.
02692	We were right to be afraid.
02693	The music is therefore profoundly subversive.
02694	Arnie ignores the suggestion that he has ever been anywhere else.
02695	Its's all change at Kilmarnock.
02696	No-one from the Fire Brigades Union was available for comment yesterday.
02697	Others may have, but I'm a fighter.
02698	There's always the next century.
02699	For businesses, the benefits will be enormous.
02700	That proved enough to settle the home side down.
02701	Here was an anti supporting the Bill.
02702	Five years later, the deception continued.
02703	Analysts had a mixed reaction to the numbers.
02704	It is crucial for both teams.
02705	Mr Blair had done well.
02706	I was a lucky man tonight.
02707	Then we will face the Danish champions.
02708	But it couldn't happen overnight.
02709	Meanwhile, the search continues for Ferguson's replacement.
02710	My Dad is a hero.
02711	This wasn't just a big crowd.
02712	It was a terrible combination of factors.
02713	This is absolutely not true.
02714	Arsenal refused to be evicted.
02715	It's about time something was done about equipment.
02716	The agreement remains the only show in town.
02717	The question is whether private investors should follow their example.
02718	The strong performance is expected to continue.
02719	It was a bit of a tightrope.
02720	It's never great to finish second.
02721	I'm delighted that Celtic have done so well this season.
02722	Her political persuasion is no secret.
02723	Initial market reaction was close to euphoric.
02724	He is a right bastard.
02725	Bobby Williamson has been brilliant.
02726	He is not a pathetic figure.
02727	The feedback from audiences was just so positive.
02728	I came up through the ranks.
02729	First, the programme was unbalanced.
02730	The happiness was slightly misplaced.
02731	This championship is different from the other majors.
02732	But I was glad to see these interviews.
02733	They are determined to make a meaningful contribution.
02734	He is a serial Conservative assassin.
02735	Even more harrowing, though, was the reception from her husband and manager.
02736	Downing Street insisted, We have made clear that the deadline is absolute.
02737	She is currently the permanent secretary at the Department of Transport.
02738	We've had great things in the past.
02739	It has been recorded twice.
02740	But there's an upturn in the sector.
02741	They will probably come back.
02742	No-one is predicting a sudden rebound.
02743	Friday night was a pretty good night.
02744	You were an easy target and therefore an easy sacrifice.
02745	We are trying to clarify the issues.
02746	Pulled a huge number of viewers.
02747	Movie stars are public property.
02748	That moment when the monster is being brought to life.
02749	Here the picture is broadly stable.
02750	Sadly, it does not end there.
02751	Jim has not been a problem for me at all.
02752	Tell me today and I will make a business decision tomorrow.
02753	We believe a third party was involved.
02754	And we have the experience.
02755	Celtic were the losers then.
02756	Their conclusions were never published.
02757	Confidence among the allies began to slip.
02758	Little is known about them.
02759	Margins are also in retreat.
02760	Golf is not like that.
02761	It particularly increases under-age drinking, he claimed.
02762	They will always be in our hearts and in our minds.
02763	He was admitted to hospital.
02764	Thereafter they were allowed to proceed.
02765	We've had him with us for the past six weeks.
02766	Harry Potter has lost his magic.
02767	Today we must not repeat that mistake.
02768	Dancing will help his ankles and his feet.
02769	He is the son of former chairman, Lord Wolfson.
02770	Scottish consumer protection groups were generally receptive to the proposals.
02771	I'm very relieved that I have finally won.
02772	My father died in childbirth.
02773	This measure is not adjusted for seasonal factors.
02774	They're going to open in early summer.
02775	I've been asked that already, this morning - on the radio.
02776	I saw them last week.
02777	It was a good workout.
02778	His background is firmly in venture capital.
02779	We can have no complaints.
02780	Not that Barber has been unhappy.
02781	We will likely look for new investors.
02782	But the rally was short-lived.
02783	But you never won any games.
02784	It didn't matter who was in their way.
02785	I have little time for analysts.
02786	The most important thing in theatre is to listen.
02787	It was really quite amazing.
02788	It represents a complete change in emphasis.
02789	It was cynical and callous.
02790	He did not say that.
02791	His successor was only appointed last month.
02792	I've had three shots and got nowhere near.
02793	It's difficult to put a date on.
02794	The amount of alcohol as a whole was very high.
02795	He was dead on arrival at hospital.
02796	Subs not used, McKenzie, Ritchie.
02797	Six games without defeat is the legacy so far.
02798	Standard Life has also highlighted ambitions in this market.
02799	Colin is free to speak with other teams.
02800	Clearly, the IRA has got away with murder.
02801	He left the hospital without receiving any medication.
02802	Venus rejects the very suggestion.
02803	That remains the unanswered question.
02804	Everything has its place and purpose.
02805	Civic leaders yesterday praised the good behaviour of revellers across the country.
02806	And it had two seats.
02807	But nothing could be done.
02808	Low pay is endemic in the National Health Service.
02809	However, civil rights campaigners welcomed the ruling.
02810	This would discourage investment and job creation.
02811	We have no information on Iraq.
02812	They prefer the short, intensive session.
02813	The company declined to comment.
02814	It also makes a habit of collecting people.
02815	Got to get my sunglasses.
02816	We decided we would go for a specialist inside centre.
02817	It tells the story of a woman who has probably been abused.
02818	Messages have to be reinforced.
02819	Not many people like to do that.
02820	We go there with confidence.
02821	It was like the old days.
02822	They can now see the rewards for working hard at the game.
02823	I also had a lot of injuries, which did not help me.
02824	The only problem was, they were on himself.
02825	We are aiming for early March.
02826	We discovered that for ourselves.
02827	Princess Margaret is being buried on that day.
02828	Now we see no mention of rising rates.
02829	Still, some additions are inspired.
02830	I believe we can handle this okay.
02831	The whole experience was uplifting and heartbreaking at the same time.
02832	Hard cash is needed now.
02833	Our performance continues to be outstanding.
02834	Celtic are simply trying to buy time by not paying the money.
02835	Either way, it's very funny.
02836	We didn't want any trouble.
02837	It seemed a logical expansion.
02838	Stagecoach is seeking a new finance director.
02839	Now it has doubled in size.
02840	I have worked as a stand-up there often.
02841	They failed to reach agreement yesterday.
02842	It is business as usual.
02843	They might have asked, for goodness sake.
02844	The Government, however, insists the company is not for sale.
02845	We are not aware of any British casualties at this stage.
02846	There isn't the seriousness of other businesses.
02847	It is about control of our economy.
02848	That's all I was trying to do today.
02849	I might well have done so already.
02850	That can cost him a fortune.
02851	This matter has still to come before the European Parliament.
02852	But not a penny has been paid.
02853	We must learn to finish.
02854	New York is my home.
02855	Bill Clinton always had an idea to sell.
02856	I feel we might now have the foundations to go forward.
02857	That's been the difference between the sides.
02858	All manner of precaution and protection are taken.
02859	Perhaps we should do the same.
02860	Rebuilding public transport was never going to happen overnight.
02861	Everything is possible in football.
02862	I'm pleased with the horse.
02863	The new clubhouse was packed with people watching the game on TV.
02864	Let's not be too despondent.
02865	The Government does not go far enough.
02866	He phoned the number in the brochure.
02867	I haven't got there yet.
02868	I can understand the frustrations of our fans.
02869	They hoped to remain in the Edinburgh area.
02870	Labour has replaced the Tories as the party of the family.
02871	Or so the theory goes.
02872	He has really done well.
02873	George Robertson described the plan as an outrageous and disgraceful decision.
02874	But I had never been in a theatre.
02875	It was fun, but not a living.
02876	Kenny Miller might come through.
02877	Sales are falling after years of growth.
02878	But they also noted a partial strengthening of survey evidence.
02879	We have a major concern about enforcement action.
02880	I am so proud of him.
02881	He will be kept informed.
